INV_TYPE,EMP_NO,ARROND,ARROND_NOM,Rue,Rue_cote,No_civique,Emplacement,Coord_X,Coord_Y,SIGLE,Essence_latin,Essence_fr,Essence_ang,DHP,Date_releve,Date_plantation,LOCALISATION,Localisation_code,CODE_PARC,NOM_PARC,Rue_de,Rue_a,Distance_pave,Distance_ligne_rue,Stationnement_jour,Stationnement_heure,District,Remarquable,Code_secteur,Nom_secteur,Coord_X,Coord_Y,Latitude,Longitude
,0003400,15,Outremont,DUROCHER,,  6019,parterre,"296308,65","5042597,63",,FRAXINUS PENNSYLVANICA,,,"30,00",2024-07.25,,façade,,,,LAJOIE,VAN HORNE,"3,30",,Lun 13h-15h,,,,3,,"296308,65","5042597,63",,
,0003401,15,Outremont,DUROCHER,,  6021,parterre,"296298,14","5042602,28",,SYRINGA R.  IVORY SILK,,,"5,00",2021-08.09,,façade,,,,LAJOIE,VAN HORNE,"0,00",,Lun 13h-15h,,,,3,,"296298,14","5042602,28",,
,0003402,15,Outremont,DUROCHER,,  6027,parterre,"296290,81","5042607,26",,ACER PLATANOIDES,,,"60,00",2024-07.25,,façade,,,,LAJOIE,VAN HORNE,"3,20",,Lun 13h-15h,,,,3,,"296290,81","5042607,26",,
,0003404,15,Outremont,DUROCHER,,  6053,parterre,"296273,16","5042618,56",,MALUS,,,"13,00",1899-12.30,,façade,,,,LAJOIE,VAN HORNE,"0,00",,Lun 13h-15h,,,,3,,"296273,16","5042618,56",,
,0003405,15,Outremont,DUROCHER,,  6051,parterre,"296270,04","5042620,51",,MALUS,,,"19,00",2021-08.09,,façade,,,,LAJOIE,VAN HORNE,"0,00",,Lun 13h-15h,,,,3,,"296270,04","5042620,51",,
,0003406,15,Outremont,DUROCHER,,  6057,parterre,"296265,55","5042622,55",,ACER SACCHARINUM,,,"60,00",2025-04.15,,façade,,,,LAJOIE,VAN HORNE,"3,20",,Lun 13h-15h,,,,3,,"296265,55","5042622,55",,
,0003407,15,Outremont,DUROCHER,,  6063,parterre,"296261,95","5042625,73",,QUERCUS RUBRA,,,"5,00",2021-08.09,,façade,,,,LAJOIE,VAN HORNE,"0,00",,Lun 13h-15h,,,,3,,"296261,95","5042625,73",,
,0003408,15,Outremont,DUROCHER,,  6069,parterre,"296252,37","5042629,79",,ACER PLATANOIDES,,,"54,00",2024-07.25,,façade,,,,LAJOIE,VAN HORNE,"3,20",,Lun 13h-15h,,,,3,,"296252,37","5042629,79",,
,0003409,15,Outremont,DUROCHER,,  6075,parterre,"296245,76","5042637,25",,ACER PLATANOIDES,,,"59,00",2025-08.11,,façade,,,,LAJOIE,VAN HORNE,"3,20",,Lun 13h-15h,,,,3,,"296245,76","5042637,25",,
,0003410,15,Outremont,DUROCHER,,  6081,parterre,"296241,46","5042639,73",,ACER PLATANOIDES,,,"45,00",2024-07.25,,façade,,,,LAJOIE,VAN HORNE,"3,20",,Lun 13h-15h,,,,3,,"296241,46","5042639,73",,
,0003412,15,Outremont,DUROCHER,,  6117,parterre,"296203,10","5042662,61",,ACER SACCHARINUM,,,"57,00",2024-07.25,,façade,,,,LAJOIE,VAN HORNE,"3,20",,Lun 13h-15h,,,,3,,"296203,10","5042662,61",,
,0003413,15,Outremont,DUROCHER,,  6123,parterre,"296193,67","5042668,00",,GYMNOCLADUS DIOICUS 'ESPRESSO',,,"6,00",2021-08.09,,façade,,,,LAJOIE,VAN HORNE,"0,00",,Lun 13h-15h,,,,3,,"296193,67","5042668,00",,
,0003414,15,Outremont,DUROCHER,,  6129,parterre,"296184,83","5042674,69",,ACER SACCHARINUM,,,"74,00",2024-07.25,,façade,,,,LAJOIE,VAN HORNE,"3,20",,Lun 13h-15h,,,,3,,"296184,83","5042674,69",,
,0003415,15,Outremont,DUROCHER,,  6141,parterre,"296176,34","5042680,20",,TILIA AMERICANA,,,"51,00",2024-07.25,,façade,,,,LAJOIE,VAN HORNE,"3,20",,Lun 13h-15h,,,,3,,"296176,34","5042680,20",,
,0003416,15,Outremont,DUROCHER,,  6147,parterre,"296165,08","5042687,40",,SYRINGA R.  IVORY SILK,,,"5,00",2021-08.09,,façade,,,,LAJOIE,VAN HORNE,"0,00",,Lun 13h-15h,,,,3,,"296165,08","5042687,40",,
,0003417,15,Outremont,DUROCHER,,  6159,parterre,"296156,06","5042693,04",,ACER PLATANOIDES,,,"41,00",2024-07.25,,façade,,,,LAJOIE,VAN HORNE,"3,20",,Lun 13h-15h,,,,3,,"296156,06","5042693,04",,
,0003418,15,Outremont,DUROCHER,,  6165,parterre,"296148,75","5042697,68",,SYRINGA R.  IVORY SILK,,,"5,00",2021-08.09,,façade,,,,LAJOIE,VAN HORNE,"0,00",,Lun 13h-15h,,,,3,,"296148,75","5042697,68",,
,0003420,15,Outremont,DUROCHER,,  6183,parterre,"296129,67","5042709,70",,FRAXINUS PENNSYLVANICA,,,"35,00",2025-07.04,,façade,,,,LAJOIE,VAN HORNE,"3,20",,Lun 13h-15h,,,,3,,"296129,67","5042709,70",,
,0003421,15,Outremont,DUROCHER,,  6199,parterre,"296117,64","5042717,55",,ACER PLATANOIDES,,,"46,00",2024-07.25,,sur le côté façade,,,,LAJOIE,VAN HORNE,"3,20",,Lun 13h-15h,,,,3,,"296117,64","5042717,55",,
,0003422,15,Outremont,DUROCHER,,  6199,parterre,"296111,04","5042721,34",,ACER PLATANOIDES COLUMNARE,,,"32,00",2024-07.25,,sur le côté façade,,,,LAJOIE,VAN HORNE,"3,20",,Lun 13h-15h,,,,3,,"296111,04","5042721,34",,
,0003423,15,Outremont,DUROCHER,,  5792,parterre,"296473,24","5042475,59",,ACER PLATANOIDES,,,"42,00",2024-07.25,,façade,,,,SAINT-VIATEUR,BERNARD,"3,10",,Mer 9h-11h,,,,3,,"296473,24","5042475,59",,
,0003424,15,Outremont,DUROCHER,,  5792,parterre,"296484,10","5042468,64",,ACER PLATANOIDES,,,"47,00",2024-07.25,,façade,,,,SAINT-VIATEUR,BERNARD,"3,10",,Mer 9h-11h,,,,3,,"296484,10","5042468,64",,
,0003425,15,Outremont,DUROCHER,,  5784,parterre,"296496,96","5042458,83",,ACER SACCHARINUM,,,"62,00",2025-08.05,,façade,,,,SAINT-VIATEUR,BERNARD,"3,10",,Mer 9h-11h,,,,3,,"296496,96","5042458,83",,
,0003426,15,Outremont,DUROCHER,,  5778,parterre,"296509,41","5042451,46",,ACER PLATANOIDES,,,"57,00",2024-07.25,,façade,,,,SAINT-VIATEUR,BERNARD,"3,10",,Mer 9h-11h,,,,3,,"296509,41","5042451,46",,
,0003427,15,Outremont,DUROCHER,,  5760,parterre,"296520,64","5042444,53",,ACER SACCHARINUM,,,"52,00",2024-07.25,,façade,,,,SAINT-VIATEUR,BERNARD,"3,10",,Mer 9h-11h,,,,3,,"296520,64","5042444,53",,
,0003429,15,Outremont,DUROCHER,,  5752,parterre,"296531,67","5042437,55",,ACER PLATANOIDES,,,"69,00",2024-07.25,,façade,,,,SAINT-VIATEUR,BERNARD,"3,10",,Mer 9h-11h,,,,3,,"296531,67","5042437,55",,
,0003430,15,Outremont,DUROCHER,,  5738,parterre,"296546,77","5042427,89",,ACER PLATANOIDES,,,"63,00",2024-07.25,,façade,,,,SAINT-VIATEUR,BERNARD,"3,10",,Mer 9h-11h,,,,3,,"296546,77","5042427,89",,
,0003431,15,Outremont,DUROCHER,,  5712,parterre,"296561,91","5042417,86",,ACER SACCHARINUM,,,"68,00",2024-07.25,,façade,,,,SAINT-VIATEUR,BERNARD,"3,10",,Mer 9h-11h,,,,3,,"296561,91","5042417,86",,
,0003432,15,Outremont,DUROCHER,,  5702,parterre,"296570,65","5042412,31",,ACER PLATANOIDES,,,"68,00",2024-07.25,,façade,,,,SAINT-VIATEUR,BERNARD,"3,10",,Mer 9h-11h,,,,3,,"296570,65","5042412,31",,
,0003433,15,Outremont,DUROCHER,,  5702,parterre,"296584,05","5042403,08",,ACER PLATANOIDES,,,"63,00",2024-07.25,,façade,,,,SAINT-VIATEUR,BERNARD,"3,10",,Mer 9h-11h,,,,3,,"296584,05","5042403,08",,
,0003434,15,Outremont,DUROCHER,,  5682,parterre,"296597,27","5042394,94",,ACER SACCHARINUM,,,"68,00",2024-07.25,,façade,,,,SAINT-VIATEUR,BERNARD,"3,10",,Mer 9h-11h,,,,3,,"296597,27","5042394,94",,
,0003435,15,Outremont,DUROCHER,,  5670,parterre,"296604,33","5042390,25",,TILIA TOMENTOSA,,,"5,00",2025-05.05,,façade,,,,SAINT-VIATEUR,BERNARD,"0,00",,Mer 9h-11h,,,,3,,"296604,33","5042390,25",,
,0003436,15,Outremont,DUROCHER,,  5662,parterre,"296614,56","5042384,61",,TILIA CORDATA  GREENSPIRE,,,"14,00",2021-08.09,,façade,,,,SAINT-VIATEUR,BERNARD,"0,00",,Mer 9h-11h,,,,3,,"296614,56","5042384,61",,
,0003437,15,Outremont,DUROCHER,,  5650,parterre,"296628,31","5042376,04",,ACER SACCHARINUM,,,"72,00",2024-07.25,,façade,,,,SAINT-VIATEUR,BERNARD,"3,10",,Mer 9h-11h,,,,3,,"296628,31","5042376,04",,
,0003438,15,Outremont,DUROCHER,,  5626,parterre,"296645,52","5042364,64",,ACER SACCHARINUM,,,"58,00",2024-07.25,,façade,,,,SAINT-VIATEUR,BERNARD,"3,10",,Mer 9h-11h,,,,3,,"296645,52","5042364,64",,
,0003439,15,Outremont,DUROCHER,,  5610,parterre,"296654,61","5042358,44",,ACER SACCHARINUM,,,"54,00",2024-07.25,,façade,,,,SAINT-VIATEUR,BERNARD,"3,10",,Mer 9h-11h,,,,3,,"296654,61","5042358,44",,
,0003440,15,Outremont,DUROCHER,,  5588,parterre,"296666,13","5042352,13",,ACER PLATANOIDES,,,"76,00",2025-07.24,,façade,,,,SAINT-VIATEUR,BERNARD,"3,10",,Mer 9h-11h,,,,3,,"296666,13","5042352,13",,
,0003441,15,Outremont,DUROCHER,,  5574,parterre,"296678,19","5042343,68",,ACER PLATANOIDES,,,"72,00",2024-07.25,,gauche,,,,SAINT-VIATEUR,BERNARD,"3,10",,Mer 9h-11h,,,,3,,"296678,19","5042343,68",,
,0003443,15,Outremont,DUROCHER,,  5560,parterre,"296691,36","5042336,83",,ACER PLATANOIDES,,,"26,00",2024-07.25,,façade,,,,SAINT-VIATEUR,BERNARD,"3,10",,Mer 9h-11h,,,,3,,"296691,36","5042336,83",,
,0003444,15,Outremont,DUROCHER,,  5560,parterre,"296697,21","5042335,18",,ACER PLATANOIDES,,,"23,00",2024-07.25,,façade,,,,SAINT-VIATEUR,BERNARD,"3,10",,Mer 9h-11h,,,,3,,"296697,21","5042335,18",,
,0003445,15,Outremont,DUROCHER,,  5560,parterre,"296704,84","5042329,26",,ACER PLATANOIDES,,,"55,00",2024-07.25,,gauche,,,,SAINT-VIATEUR,BERNARD,"3,10",,Mer 9h-11h,,,,3,,"296704,84","5042329,26",,
,0003446,15,Outremont,DUROCHER,,  5524,parterre,"296729,69","5042314,11",,CERCIDIPHYLLUM JAPONICUM,,,"5,00",2025-05.05,,sur le côté façade,,,,FAIRMOUNT,SAINT-VIATEUR,"3,30",,Mer 9h-11h,,,,4,,"296729,69","5042314,11",,
,0003447,15,Outremont,DUROCHER,,  5510,parterre,"296754,91","5042296,61",,ACER PLATANOIDES,,,"48,00",2025-02.27,,façade,,,,FAIRMOUNT,SAINT-VIATEUR,"3,30",,Mer 9h-11h,,,,4,,"296754,91","5042296,61",,
,0003448,15,Outremont,DUROCHER,,  5494,parterre,"296765,46","5042290,09",,ACER PLATANOIDES,,,"57,00",2024-09.10,,façade,,,,FAIRMOUNT,SAINT-VIATEUR,"3,30",,Mer 9h-11h,,,,4,,"296765,46","5042290,09",,
,0003449,15,Outremont,DUROCHER,,  5486,parterre,"296775,85","5042284,27",,ACER PLATANOIDES,,,"79,00",2025-09.25,,façade,,,,FAIRMOUNT,SAINT-VIATEUR,"3,30",,Mer 9h-11h,,,,4,,"296775,85","5042284,27",,
,0003450,15,Outremont,DUROCHER,,  5476,parterre,"296781,02","5042280,10",,ACER PLATANOIDES,,,"61,00",2024-07.25,,façade,,,,FAIRMOUNT,SAINT-VIATEUR,"3,30",,Mer 9h-11h,,,,4,,"296781,02","5042280,10",,
,0003451,15,Outremont,DUROCHER,,  5458,parterre,"296790,67","5042274,44",,ACER PLATANOIDES,,,"37,00",2025-02.27,,façade,,,,FAIRMOUNT,SAINT-VIATEUR,"3,30",,Mer 9h-11h,,,,4,,"296790,67","5042274,44",,
,0003452,15,Outremont,DUROCHER,,  5450,parterre,"296793,44","5042273,51",,ACER PLATANOIDES,,,"39,00",2024-07.25,,façade,,,,FAIRMOUNT,SAINT-VIATEUR,"3,30",,Mer 9h-11h,,,,4,,"296793,44","5042273,51",,
,0003453,15,Outremont,DUROCHER,,  5444,parterre,"296801,80","5042268,28",,ACER PLATANOIDES,,,"38,00",2025-02.27,,façade,,,,FAIRMOUNT,SAINT-VIATEUR,"3,30",,Mer 9h-11h,,,,4,,"296801,80","5042268,28",,
,0003454,15,Outremont,DUROCHER,,  5430,parterre,"296808,14","5042263,64",,ACER PLATANOIDES  DEBORAH,,,"31,00",2024-07.25,,façade,,,,FAIRMOUNT,SAINT-VIATEUR,"3,30",,Mer 9h-11h,,,,4,,"296808,14","5042263,64",,
,0003455,15,Outremont,DUROCHER,,  5422,parterre,"296820,86","5042256,28",,ULMUS AMERICANA 'PRINCETON',,,"15,00",2021-08.19,,façade,,,,FAIRMOUNT,SAINT-VIATEUR,"0,00",,Mer 9h-11h,,,,4,,"296820,86","5042256,28",,
,0003456,15,Outremont,DUROCHER,,  5400,parterre,"296833,80","5042248,08",,TILIA CORDATA  GREENSPIRE,,,"9,00",2021-08.09,,façade,,,,FAIRMOUNT,SAINT-VIATEUR,"0,00",,Mer 9h-11h,,,,4,,"296833,80","5042248,08",,
,0003457,15,Outremont,DUROCHER,,  5400,parterre,"296837,64","5042244,91",,ACER PLATANOIDES,,,"66,00",2024-07.25,,façade,,,,FAIRMOUNT,SAINT-VIATEUR,"3,30",,Mer 9h-11h,,,,4,,"296837,64","5042244,91",,
,0003459,15,Outremont,DUROCHER,,  5384,parterre,"296860,10","5042233,02",,ACER PLATANOIDES,,,"76,00",2024-07.25,,façade,,,,FAIRMOUNT,SAINT-VIATEUR,"3,30",,Mer 9h-11h,,,,4,,"296860,10","5042233,02",,
,0003460,15,Outremont,DUROCHER,,  5372,parterre,"296869,10","5042225,04",,ULMUS 'ACCOLADE',,,"16,00",2025-02.27,,façade,,,,FAIRMOUNT,SAINT-VIATEUR,"0,00",,Mer 9h-11h,,,,4,,"296869,10","5042225,04",,
,0003461,15,Outremont,DUROCHER,,  5360,parterre,"296877,74","5042218,91",,TILIA AMERICANA 'BOULEVARD',,,"5,00",2021-11.25,,façade,,,,FAIRMOUNT,SAINT-VIATEUR,"0,00",,Mer 9h-11h,,,,4,,"296877,74","5042218,91",,
,0003462,15,Outremont,DUROCHER,,  5354,parterre,"296888,37","5042212,51",,ACER PLATANOIDES,,,"66,00",2024-07.25,,façade,,,,FAIRMOUNT,SAINT-VIATEUR,"3,30",,Mer 9h-11h,,,,4,,"296888,37","5042212,51",,
,0003463,15,Outremont,DUROCHER,,  5342,parterre,"296902,02","5042203,95",,TILIA AMERICANA 'BOULEVARD',,,"5,00",2021-11.25,,façade,,,,FAIRMOUNT,SAINT-VIATEUR,"0,00",,Mer 9h-11h,,,,4,,"296902,02","5042203,95",,
,0003464,15,Outremont,DUROCHER,,  5336,parterre,"296910,20","5042198,82",,GYMNOCLADUS DIOICUS 'ESPRESSO',,,"5,00",2021-08.25,,façade,,,,FAIRMOUNT,SAINT-VIATEUR,"0,00",,Mer 9h-11h,,,,4,,"296910,20","5042198,82",,
,0003465,15,Outremont,DUROCHER,,  5324,parterre,"296921,07","5042193,22",,CATALPA SPECIOSA,,,"5,00",2025-04.23,,façade,,,,FAIRMOUNT,SAINT-VIATEUR,"0,00",,Mer 9h-11h,,,,4,,"296921,07","5042193,22",,
,0003466,15,Outremont,DUROCHER,,  5314,parterre,"296929,35","5042187,41",,CERCIDIPHYLLUM JAPONICUM,,,"5,00",2025-04.23,,façade,,,,FAIRMOUNT,SAINT-VIATEUR,"0,00",,Mer 9h-11h,,,,4,,"296929,35","5042187,41",,
,0003467,15,Outremont,DUROCHER,,  5310,parterre,"296935,41","5042184,00",,FRAXINUS PENNSYLVANICA,,,"29,00",2025-09.23,,façade,,,,FAIRMOUNT,SAINT-VIATEUR,"3,30",,0,,,,4,,"296935,41","5042184,00",,
,0003468,15,Outremont,DUROCHER,,  5306,parterre,"296943,86","5042176,08",,ACER PLATANOIDES  DEBORAH,,,"16,00",2023-10.20,,façade,,,,FAIRMOUNT,SAINT-VIATEUR,"0,00",,0,,,,4,,"296943,86","5042176,08",,
,0003469,15,Outremont,DUROCHER,,  5300,parterre,"296948,11","5042173,63",,ACER SACCHARINUM,,,"50,00",2024-07.25,,façade,,,,FAIRMOUNT,SAINT-VIATEUR,"3,00",,0,,,,4,,"296948,11","5042173,63",,
,0003470,15,Outremont,DUROCHER,,  5290,parterre,"296961,05","5042165,50",,ACER PLATANOIDES,,,"76,00",2024-07.25,,façade,,,,FAIRMOUNT,SAINT-VIATEUR,"3,00",,0,,,,4,,"296961,05","5042165,50",,
,0003471,15,Outremont,DUROCHER,,  5290,parterre,"296965,68","5042162,44",,GYMNOCLADUS DIOICUS,,,"6,00",2021-08.09,,façade,,,,FAIRMOUNT,SAINT-VIATEUR,"0,00",,0,,,,4,,"296965,68","5042162,44",,
,0003472,15,Outremont,DUROCHER,,  5280,parterre,"296972,70","5042158,69",,ACER SACCHARINUM,,,"79,00",2025-10.17,,façade,,,,FAIRMOUNT,SAINT-VIATEUR,"4,60",,0,,,,4,,"296972,70","5042158,69",,
,0003475,15,Outremont,DUROCHER,,  5248,parterre,"297007,75","5042136,57",,FRAXINUS PENNSYLVANICA,,,"34,00",2024-07.25,,façade,,,,FAIRMOUNT,SAINT-VIATEUR,"3,50",,Mer 9h-11h,,,,4,,"297007,75","5042136,57",,
,0003476,15,Outremont,DUROCHER,,  5242,parterre,"297014,54","5042133,16",,ACER PLATANOIDES,,,"51,00",2025-02.27,,façade,,,,FAIRMOUNT,SAINT-VIATEUR,"3,40",,Mer 9h-11h,,,,4,,"297014,54","5042133,16",,
,0003477,15,Outremont,DUROCHER,,  5236,parterre,"297021,60","5042128,86",,ACER PLATANOIDES  DEBORAH,,,"28,00",2024-07.25,,façade,,,,FAIRMOUNT,SAINT-VIATEUR,"3,40",,Mer 9h-11h,,,,4,,"297021,60","5042128,86",,
,0003478,15,Outremont,DUROCHER,,  5230,parterre,"297031,64","5042122,64",,ACER PLATANOIDES,,,"64,00",2024-07.25,,façade,,,,FAIRMOUNT,SAINT-VIATEUR,"3,40",,Mer 9h-11h,,,,4,,"297031,64","5042122,64",,
,0003480,15,Outremont,DUROCHER,,  5186,parterre,"297089,47","5042086,41",,ACER PLATANOIDES,,,"62,00",2025-09.29,,façade,,,,LAURIER O.,FAIRMOUNT,"3,00",,Mer 9h-11h,,,,4,,"297089,47","5042086,41",,
,0003481,15,Outremont,DUROCHER,,  5174,parterre,"297102,68","5042078,58",,ACER PLATANOIDES,,,"72,00",2025-02.27,,façade,,,,LAURIER O.,FAIRMOUNT,"3,00",,Mer 9h-11h,,,,4,,"297102,68","5042078,58",,
,0003483,15,Outremont,DUROCHER,,  5156,parterre,"297125,56","5042063,36",,ULMUS 'ACCOLADE',,,"13,00",2025-02.26,,façade,,,,LAURIER O.,FAIRMOUNT,"0,00",,Mer 9h-11h,,,,4,,"297125,56","5042063,36",,
,0003484,15,Outremont,DUROCHER,,  5144,parterre,"297136,58","5042057,64",,FRAXINUS PENNSYLVANICA,,,"31,00",2025-02.27,,façade,,,,LAURIER O.,FAIRMOUNT,"3,00",,Mer 9h-11h,,,,4,,"297136,58","5042057,64",,
,0003485,15,Outremont,DUROCHER,,  5140,parterre,"297142,88","5042053,02",,ACER FREEMANII AUTUMN BLAZE,,,"6,00",2021-08.09,,façade,,,,LAURIER O.,FAIRMOUNT,"0,00",,Mer 9h-11h,,,,4,,"297142,88","5042053,02",,
,0003486,15,Outremont,DUROCHER,,  5134,parterre,"297151,15","5042047,69",,CELTIS OCCIDENTALIS,,,"5,00",2023-11.06,,façade,,,,LAURIER O.,FAIRMOUNT,"0,00",,Mer 9h-11h,,,,4,,"297151,15","5042047,69",,
,0003487,15,Outremont,DUROCHER,,  5126,parterre,"297159,19","5042042,15",,ACER PLATANOIDES,,,"40,00",2025-02.27,,façade,,,,LAURIER O.,FAIRMOUNT,"3,00",,Mer 9h-11h,,,,4,,"297159,19","5042042,15",,
,0003488,15,Outremont,DUROCHER,,  5120,parterre,"297175,84","5042032,86",,GYMNOCLADUS DIOICUS,,,"5,00",2025-05.05,,sur le côté façade,,,,LAURIER O.,FAIRMOUNT,"0,00",,Mer 9h-11h,,,,4,,"297175,84","5042032,86",,
,0003489,15,Outremont,DUROCHER,,  5120,parterre,"297180,62","5042029,20",,ACER PLATANOIDES,,,"32,00",2024-08.16,,sur le côté façade,,,,LAURIER O.,FAIRMOUNT,"3,00",,Mar 9h-11h,,,,4,,"297180,62","5042029,20",,
,0003490,15,Outremont,DUROCHER,,  5120,parterre,"297184,80","5042026,15",,ACER PLATANOIDES,,,"33,00",2025-02.27,,sur le côté façade,,,,LAURIER O.,FAIRMOUNT,"3,00",,Mer 9h-11h,,,,4,,"297184,80","5042026,15",,
,0003491,15,Outremont,DUROCHER,,  5120,parterre,"297189,41","5042023,27",,SYRINGA R.  IVORY SILK,,,"5,00",2025-04.23,,sur le côté façade,,,,LAURIER O.,FAIRMOUNT,"0,00",,Mer 9h-11h,,,,4,,"297189,41","5042023,27",,
,0003492,15,Outremont,DUROCHER,,  5115,arbre en carré,"297196,51","5042035,47",,ACER PLATANOIDES,,,"27,00",2024-07.25,,sur le côté façade,,,,LAURIER O.,FAIRMOUNT,"2,20",,Lun 13h-15h,,,,4,,"297196,51","5042035,47",,
,0003495,15,Outremont,DUROCHER,,  5115,arbre en carré,"297181,79","5042044,67",,ACER PLATANOIDES,,,"24,00",2024-07.25,,sur le côté façade,,,,LAURIER O.,FAIRMOUNT,"2,20",,Jeu 13h-15h,,,,4,,"297181,79","5042044,67",,
,0003496,15,Outremont,DUROCHER,,  5123,parterre,"297165,51","5042054,35",,ACER PLATANOIDES,,,"37,00",2024-07.25,,façade,,,,LAURIER O.,FAIRMOUNT,"2,80",,Lun 13h-15h,,,,4,,"297165,51","5042054,35",,
,0003497,15,Outremont,DUROCHER,,  5129,parterre,"297155,62","5042060,66",,ACER PLATANOIDES,,,"44,00",2024-08.16,,façade,,,,LAURIER O.,FAIRMOUNT,"2,80",,Lun 13h-15h,,,,4,,"297155,62","5042060,66",,
,0003498,15,Outremont,DUROCHER,,  5135,parterre,"297147,73","5042065,95",,ACER PLATANOIDES  DEBORAH,,,"33,00",2025-02.27,,façade,,,,LAURIER O.,FAIRMOUNT,"2,80",,Lun 13h-15h,,,,4,,"297147,73","5042065,95",,
,0003499,15,Outremont,DUROCHER,,  5149,parterre,"297133,51","5042075,64",,ACER PLATANOIDES EMLD QUN,,,"32,00",2024-07.25,,façade,,,,LAURIER O.,FAIRMOUNT,"2,80",,Lun 13h-15h,,,,4,,"297133,51","5042075,64",,
,0003500,15,Outremont,DUROCHER,,  5159,parterre,"297119,98","5042083,19",,TILIA AMERICANA  REDMOND,,,"15,00",2025-02.27,,façade,,,,LAURIER O.,FAIRMOUNT,"0,00",,Lun 13h-15h,,,,4,,"297119,98","5042083,19",,
,0003501,15,Outremont,DUROCHER,,  5171,parterre,"297109,91","5042089,71",,ACER PLATANOIDES  DEBORAH,,,"32,00",2025-02.27,,façade,,,,LAURIER O.,FAIRMOUNT,"2,80",,Lun 13h-15h,,,,4,,"297109,91","5042089,71",,
,0003502,15,Outremont,DUROCHER,,  5183,parterre,"297100,62","5042096,58",,GLEDITSIA T. 'STREET KEEPER',,,"5,00",2025-04.23,,façade,,,,LAURIER O.,FAIRMOUNT,"0,00",,Lun 13h-15h,,,,4,,"297100,62","5042096,58",,
,0003504,15,Outremont,DUROCHER,,  5197,parterre,"297084,84","5042105,43",,GLEDITSIA T. 'STREET KEEPER',,,"14,00",2025-02.27,,façade,,,,LAURIER O.,FAIRMOUNT,"0,00",,Lun 13h-15h,,,,4,,"297084,84","5042105,43",,
,0003505,15,Outremont,DUROCHER,,  5197,parterre,"297081,55","5042108,14",,ACER PLATANOIDES COLUMNARE,,,"16,00",2021-08.09,,façade,,,,LAURIER O.,FAIRMOUNT,"0,00",,Lun 13h-15h,,,,4,,"297081,55","5042108,14",,
,0003506,15,Outremont,DUROCHER,,  5203,parterre,"297057,10","5042122,47",,ACER SACCHARINUM,,,"48,00",2024-07.25,,façade,,,,FAIRMOUNT,SAINT-VIATEUR,"2,60",,Lun 13h-15h,,,,4,,"297057,10","5042122,47",,
,0003507,15,Outremont,DUROCHER,,  5207,parterre,"297044,74","5042130,63",,ACER SACCHARINUM,,,"55,00",2024-07.25,,façade,,,,FAIRMOUNT,SAINT-VIATEUR,"2,60",,Lun 13h-15h,,,,4,,"297044,74","5042130,63",,
,0003508,15,Outremont,DUROCHER,,  5235,parterre,"297039,86","5042134,41",,ACER SACCHARINUM,,,"59,00",2025-02.27,,façade,,,,FAIRMOUNT,SAINT-VIATEUR,"2,60",,Lun 13h-15h,,,,4,,"297039,86","5042134,41",,
,0003509,15,Outremont,DUROCHER,,  5235,parterre,"297035,00","5042137,42",,TILIA CORDATA  GREENSPIRE,,,"9,00",2021-08.09,,façade,,,,FAIRMOUNT,SAINT-VIATEUR,"0,00",,Lun 13h-15h,,,,4,,"297035,00","5042137,42",,
,0003510,15,Outremont,DUROCHER,,  5239,parterre,"297027,72","5042141,78",,ACER SACCHARINUM,,,"46,00",2024-07.25,,façade,,,,FAIRMOUNT,SAINT-VIATEUR,"2,60",,Lun 13h-15h,,,,4,,"297027,72","5042141,78",,
,0003512,15,Outremont,DUROCHER,,  5257,parterre,"297015,23","5042150,53",,ACER PLATANOIDES,,,"70,00",2024-07.25,,façade,,,,FAIRMOUNT,SAINT-VIATEUR,"2,60",,Lun 13h-15h,,,,4,,"297015,23","5042150,53",,
,0003513,15,Outremont,DUROCHER,,  5263,parterre,"297002,73","5042156,83",,ACER FREEMANII AUTUMN BLAZE,,,"17,00",2025-02.27,,façade,,,,FAIRMOUNT,SAINT-VIATEUR,"0,00",,Lun 13h-15h,,,,4,,"297002,73","5042156,83",,
,0003514,15,Outremont,DUROCHER,,  5275,parterre,"296993,18","5042163,55",,ACER PLATANOIDES  DEBORAH,,,"38,00",2024-07.25,,façade,,,,FAIRMOUNT,SAINT-VIATEUR,"2,60",,Lun 13h-15h,,,,4,,"296993,18","5042163,55",,
,0003515,15,Outremont,DUROCHER,,  5279,parterre,"296985,03","5042170,05",,ACER PLATANOIDES,,,"59,00",2024-07.25,,façade,,,,FAIRMOUNT,SAINT-VIATEUR,"2,60",,Jeu 13h-15h,,,,4,,"296985,03","5042170,05",,
,0003516,15,Outremont,DUROCHER,,  5287,parterre,"296977,99","5042174,36",,ACER PLATANOIDES,,,"60,00",2024-07.25,,façade,,,,FAIRMOUNT,SAINT-VIATEUR,"2,60",,Lun 13h-15h,,,,4,,"296977,99","5042174,36",,
,0003517,15,Outremont,DUROCHER,,  5291,parterre,"296969,82","5042179,02",,ACER PLATANOIDES,,,"59,00",2025-02.27,,façade,,,,FAIRMOUNT,SAINT-VIATEUR,"2,60",,Lun 13h-15h,,,,4,,"296969,82","5042179,02",,
